id,Title,Body,State,Created At,Updated At,Labels,User
17,AttributeError on self.calls.append when there are no functions,"Issue occurs in prov_definition.py when the script has no functions

self.calls, self.global_vars, self.arguments are never initialized, because the initialization occurs in visit_FunctionDef (https://github.com/gems-uff/noworkflow/blob/master/capture/noworkflow/prov_definition.py#L39) that is just called where there are defined functions

Script:
```python
f1 = open('in.dat', 'r')
total = 0
for myline in f1:
    myval = int(myline.strip())
    total += myval
f1.close()

f2 = open('out.dat', 'w')
print >>f2, total
f2.close()
```

Traceback:
```
$ now run -v script2.py
[now] removing noWorkflow boilerplate
[now] setting up local provenance store
[now] collecting definition provenance
[now]   registering user-defined functions
Traceback (most recent call last):
  File ""/usr/local/bin/now"", line 9, in <module>
    load_entry_point('noworkflow==0.3', 'console_scripts', 'now')()
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/now.py"", line 63, in main
    args.func(args)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/cmd_run.py"", line 43, in execute
    prov_definition.collect_provenance(args)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/prov_definition.py"", line 92, in collect_provenance
    functions = find_functions(args.script, code)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/prov_definition.py"", line 75, in find_functions
    visitor.visit(tree)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ast.py"", line 241, in visit
    return visitor(node)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/prov_definition.py"", line 32, in generic_visit
    ast.NodeVisitor.generic_visit(self, node)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ast.py"", line 249, in generic_visit
    self.visit(item)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ast.py"", line 241, in visit
    return visitor(node)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/prov_definition.py"", line 32, in generic_visit
    ast.NodeVisitor.generic_visit(self, node)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ast.py"", line 251, in generic_visit
    self.visit(value)
  File ""/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ast.py"", line 241, in visit
    return visitor(node)
  File ""/Library/Python/2.7/site-packages/noworkflow-0.3-py2.7.egg/noworkflow/prov_definition.py"", line 62, in visit_Call
    self.calls.append(func.id)
AttributeError: 'NoneType' object has no attribute 'append'
```

",closed,2014-08-08T02:52:12Z,2016-02-26T21:33:46Z,bug,JoaoFelipe
16,Argument overlap bug,"Noworkflow tries to read the script arguments as being its own arguments.

Code:
```
# argv.py
import sys
if __name__ == '__main__':
    print(sys.argv)
```
Execution:
```
$ python argv.py -c test
['argv.py', '-c', 'test']

$ now run argv.py -c test
usage: now run [-h] [-v] [-b] [-c {non-user,all}] [-d DEPTH] script
now run: error: argument -c/--depth-context: invalid choice: 'test' (choose from 'non-user', 'all')
```",closed,2014-07-05T20:38:55Z,2016-02-26T21:35:00Z,bug,JoaoFelipe
14,Collect environment provenance bug,"I tried to run in ubuntu, and I got the exception:

```
~/data_mining$ python ../noworkflow/capture/noworkflow/now.py  run id3.py 
Traceback (most recent call last):
  File ""../noworkflow/capture/noworkflow/now.py"", line 59, in <module>
    now.main()
  File ""/home/joao/noworkflow/capture/noworkflow/now.py"", line 54, in main
    args.func(args)
  File ""/home/joao/noworkflow/capture/noworkflow/cmd_run.py"", line 43, in execute
    prov_deployment.collect_provenance(args)
  File ""/home/joao/noworkflow/capture/noworkflow/prov_deployment.py"", line 80, in collect_provenance
    environment = collect_environment_provenance()
  File ""/home/joao/noworkflow/capture/noworkflow/prov_deployment.py"", line 18, in collect_environment_provenance
    environment[name] = os.sysconf(name)
OSError: [Errno 22] Invalid argument
```

The bug is in the function os.sysconf(name). (https://github.com/gems-uff/noworkflow/blob/master/capture/noworkflow/prov_deployment.py#L18)
It only occurs when it tries to read 'SC_EQUIV_CLASS_MAX' or the code 41. All the other values of os.sysconf_names are fine
41 == os.sysconf_names['SC_EQUIV_CLASS_MAX']



",closed,2014-03-25T23:17:04Z,2016-02-26T21:35:00Z,bug,JoaoFelipe
13,Strong Links,http://dl.acm.org/citation.cfm?id=1876071,open,2013-09-06T18:09:24Z,2013-09-06T18:09:29Z,related work,braganholo
11,Python prov,"A suites of Python modules for encoding, tracking, and storing provenance assertions",open,2013-09-06T16:06:08Z,2013-09-06T16:06:08Z,Library,braganholo
10,Git in Python,http://pythonhosted.org/GitPython/0.3.1/index.html,open,2013-09-06T15:51:23Z,2013-09-06T15:51:49Z,Library,braganholo
9,Wanted: An Entry-Level Provenance Library,http://software-carpentry.org/blog/2012/10/wanted-an-entry-level-provenance-library.html,open,2013-09-06T15:49:59Z,2013-09-06T15:53:18Z,Library,braganholo
8,Provenance,http://software-carpentry.org/v4/essays/provenance.html,open,2013-09-06T15:49:35Z,2013-09-06T15:53:51Z,Library related work,braganholo
8,Provenance,http://software-carpentry.org/v4/essays/provenance.html,open,2013-09-06T15:49:35Z,2013-09-06T15:53:51Z,Library related work,braganholo
7,Pyprov 1.0.1: A Python implementation of PROV data model,https://pypi.python.org/pypi/pyprov/1.0.1,open,2013-09-06T15:48:31Z,2013-09-06T15:52:24Z,Library related work,braganholo
7,Pyprov 1.0.1: A Python implementation of PROV data model,https://pypi.python.org/pypi/pyprov/1.0.1,open,2013-09-06T15:48:31Z,2013-09-06T15:52:24Z,Library related work,braganholo
6,Data Provenance with GitPython,http://penandpants.com/2013/04/25/data-provenance-with-gitpython/,open,2013-09-06T15:47:17Z,2013-09-06T15:47:17Z,related work,braganholo
5,A Python Library for Provenance Recording and Querying,http://link.springer.com/chapter/10.1007%2F978-3-540-89965-5_24,open,2013-09-06T15:46:08Z,2013-09-06T15:46:08Z,related work,braganholo
4,ReStore: Reusing Results of MapReduce Jobs,"Proceedings of the VLDB Endowment (PVLDB), volume 5, number 6, pages 586-597, February 2012
https://cs.uwaterloo.ca/~ashraf/pubs/pvldb12restore.pdf

SIGMOD DEMO:
https://cs.uwaterloo.ca/~ashraf/pubs/sigmod12restoredemo.pdf",open,2013-09-06T15:43:39Z,2013-09-06T15:43:39Z,related work,braganholo
3,Sumatra,"Paper: Automated capture of experiment context for easier reproducibility in computational research
http://andrewdavison.info/media/files/reproducible_research_CiSE.pdf

Implementation: https://pypi.python.org/pypi/Sumatra

Slides: http://icerm.brown.edu/materials/Slides/tw-12-5/Sumatra:_a_toolkit_for_provenance_capture_and_reuse_%5D_Andrew_Davison,_Centre_National_de_la_Recherche_Scientifique_(CNRS).pdf",open,2013-09-06T15:41:56Z,2013-09-06T15:50:51Z,related work,braganholo
2,A Universal Identifier for Computational Results,"Stanford work
http://www.sciencedirect.com/science/article/pii/S1877050911001256",open,2013-09-06T15:39:52Z,2013-09-06T15:39:52Z,related work,braganholo
